study,Topic,Party,Estimator,Format,category,share,estimate,std.error,conf.low,conf.high,label
1,Undisputed accusation,Democrat,More-less,Change,Less,0.8113207547169814,NA,0.054257113621244545,NA,NA,NA
1,Undisputed accusation,Democrat,CATE,Diff. in means,NA,NA,-1.364603862830115,0.39019325288573187,-2.1387361632754645,-0.5904715623847653,-1.36 (0.39)
1,Undisputed accusation,Democrat,CATE,Counterfactual,NA,NA,-1.3529411764705883,0.18094376006551097,-1.7118849231039028,-0.9939974298372738,-1.35 (0.18)
1,Undisputed accusation,Republican,More-less,Counterfactual,  Diff,-0.5277777777777779,-0.5277777777777779,0.07124046822062242,-0.6698272369085052,-0.3857283186470506,-0.53 (0.07)
1,Undisputed accusation,Republican,More-less,Counterfactual, More,0.05555555555555556,NA,0.027184589618216293,NA,NA,NA
1,Undisputed accusation,Republican,More-less,Counterfactual, Same,0.3611111111111111,NA,0.05700381461700856,NA,NA,NA
1,Undisputed accusation,Republican,More-less,Counterfactual,Less,0.5833333333333335,NA,0.05850912479161746,NA,NA,NA
1,Undisputed accusation,Republican,More-less,Change + level,  Diff,-0.5319148936170214,-0.5319148936170214,0.09546160228786517,-0.7240691327280622,-0.3397606545059806,-0.53 (0.10)
1,Undisputed accusation,Republican,More-less,Change + level, More,0.0851063829787234,NA,0.041142194186747624,NA,NA,NA
1,Undisputed accusation,Republican,More-less,Change + level, Same,0.29787234042553196,NA,0.06742861107915606,NA,NA,NA
1,Undisputed accusation,Republican,More-less,Change + level,Less,0.6170212765957447,NA,0.0716734777251339,NA,NA,NA
1,Undisputed accusation,Republican,More-less,Change,  Diff,-0.6756756756756758,-0.6756756756756758,0.0953423895879132,-0.8690390040380638,-0.4823123473132878,-0.68 (0.10)
1,Undisputed accusation,Republican,More-less,Change, More,0.05405405405405406,NA,0.03768738858261603,NA,NA,NA
1,Undisputed accusation,Republican,More-less,Change, Same,0.21621621621621623,NA,0.06861056852129647,NA,NA,NA
1,Undisputed accusation,Republican,More-less,Change,Less,0.7297297297297298,NA,0.07401656182502245,NA,NA,NA
1,Undisputed accusation,Republican,CATE,Diff. in means,NA,NA,-1.192761605035405,0.34838045727483175,-1.8875845180401456,-0.49793869203066454,-1.19 (0.35)
1,Undisputed accusation,Republican,CATE,Counterfactual,NA,NA,-1.1250000000000002,0.18442642548256322,-1.4927358479464325,-0.7572641520535679,-1.13 (0.18)
2a,Obama torture exec. order,Democrat,More-less,Counterfactual,  Diff,0.08608321377331425,0.08608321377331425,0.01930724221676559,0.04817579425240687,0.12399063329422164,0.09 (0.02)
2a,Obama torture exec. order,Democrat,More-less,Counterfactual, More,0.17647058823529418,NA,0.014450108365897564,NA,NA,NA
2a,Obama torture exec. order,Democrat,More-less,Counterfactual, Same,0.7331420373027273,NA,0.016766002410903882,NA,NA,NA
2a,Obama torture exec. order,Democrat,More-less,Counterfactual,Less,0.09038737446197996,NA,0.010868697605668434,NA,NA,NA
2a,Obama torture exec. order,Democrat,More-less,Change,  Diff,0.35542168674698793,0.35542168674698793,0.033869284937263364,0.28879549258469217,0.4220478809092837,0.36 (0.03)
2a,Obama torture exec. order,Democrat,More-less,Change, More,0.43072289156626503,NA,0.02721741280244676,NA,NA,NA
2a,Obama torture exec. order,Democrat,More-less,Change, Same,0.4939759036144579,NA,0.02748049075971858,NA,NA,NA
2a,Obama torture exec. order,Democrat,More-less,Change,Less,0.0753012048192771,NA,0.014503977303466217,NA,NA,NA
2a,Obama torture exec. order,Democrat,CATE,Diff. in means,NA,NA,0.8180478218146104,0.13765089042023157,0.5477877323021483,1.0883079113270726,0.82 (0.14)
2a,Obama torture exec. order,Democrat,CATE,Counterfactual,NA,NA,0.20803443328550936,0.05170366795926218,0.10652057594137222,0.3095482906296465,0.21 (0.05)
2a,Obama torture exec. order,Republican,More-less,Counterfactual,  Diff,0.0072254335260115606,0.0072254335260115606,0.020295568301241487,-0.03262294620925822,0.047073813261281336,0.01 (0.02)
2a,Obama torture exec. order,Republican,More-less,Counterfactual, More,0.14595375722543344,NA,0.01343102969164061,NA,NA,NA
2a,Obama torture exec. order,Republican,More-less,Counterfactual, Same,0.7153179190751451,NA,0.017166849288910786,NA,NA,NA
2a,Obama torture exec. order,Republican,More-less,Counterfactual,Less,0.1387283236994219,NA,0.013149632885047939,NA,NA,NA
2a,Obama torture exec. order,Republican,More-less,Change,  Diff,0.0028089887640449446,0.0028089887640449446,0.03194853520607579,-0.06002320157956833,0.06564117910765822,0.00 (0.03)
2a,Obama torture exec. order,Republican,More-less,Change, More,0.18258426966292143,NA,0.020504019127456356,NA,NA,NA
2a,Obama torture exec. order,Republican,More-less,Change, Same,0.6376404494382026,NA,0.025511947307727274,NA,NA,NA
2a,Obama torture exec. order,Republican,More-less,Change,Less,0.17977528089887646,NA,0.020380612803445376,NA,NA,NA
2a,Obama torture exec. order,Republican,CATE,Diff. in means,NA,NA,0.020017993702204005,0.12049218333085766,-0.21655672079869512,0.25659270820310315,0.02 (0.12)
2a,Obama torture exec. order,Republican,CATE,Counterfactual,NA,NA,0.03901734104046244,0.04967513924159228,-0.05851497648425855,0.13654965856518345,0.04 (0.05)
2a,Trump coal ash exec. order,Democrat,More-less,Counterfactual,  Diff,-0.050071530758226006,-0.050071530758226006,0.019485424630402252,-0.08832859880409155,-0.01181446271236046,-0.05 (0.02)
2a,Trump coal ash exec. order,Democrat,More-less,Counterfactual, More,0.1087267525035765,NA,0.011782730174425951,NA,NA,NA
2a,Trump coal ash exec. order,Democrat,More-less,Counterfactual, Same,0.732474964234622,NA,0.016755249402124105,NA,NA,NA
2a,Trump coal ash exec. order,Democrat,More-less,Counterfactual,Less,0.1587982832618025,NA,0.01383392017520363,NA,NA,NA
2a,Trump coal ash exec. order,Democrat,More-less,Change,  Diff,0.009036144578313246,0.009036144578313246,0.04233701080126343,-0.07424739409459112,0.0923196832512176,0.01 (0.04)
2a,Trump coal ash exec. order,Democrat,More-less,Change, More,0.3012048192771084,NA,0.025216912521238293,NA,NA,NA
2a,Trump coal ash exec. order,Democrat,More-less,Change, Same,0.4066265060240964,NA,0.026999014786922265,NA,NA,NA
2a,Trump coal ash exec. order,Democrat,More-less,Change,Less,0.29216867469879515,NA,0.02499583894214365,NA,NA,NA
2a,Trump coal ash exec. order,Democrat,CATE,Diff. in means,NA,NA,-0.8784956919719218,0.13370462457980084,-1.1410064818040848,-0.6159849021397588,-0.88 (0.13)
2a,Trump coal ash exec. order,Democrat,CATE,Counterfactual,NA,NA,-0.22460658082975674,0.05247963441426704,-0.3276434395531862,-0.12156972210632724,-0.22 (0.05)
2a,Trump coal ash exec. order,Republican,More-less,Counterfactual,  Diff,-0.008658008658008658,-0.008658008658008658,0.020823693535769423,-0.04954320739916287,0.032227190083145556,-0.01 (0.02)
2a,Trump coal ash exec. order,Republican,More-less,Counterfactual, More,0.14574314574314573,NA,0.013413288274302262,NA,NA,NA
2a,Trump coal ash exec. order,Republican,More-less,Counterfactual, Same,0.6998556998556976,NA,0.01742273194680317,NA,NA,NA
2a,Trump coal ash exec. order,Republican,More-less,Counterfactual,Less,0.15440115440115437,NA,0.013735814433493422,NA,NA,NA
2a,Trump coal ash exec. order,Republican,More-less,Change,  Diff,0.1488764044943821,0.1488764044943821,0.031210929120237485,0.0874948410945414,0.2102579678942228,0.15 (0.03)
2a,Trump coal ash exec. order,Republican,More-less,Change, More,0.25842696629213485,NA,0.02323441288111409,NA,NA,NA
2a,Trump coal ash exec. order,Republican,More-less,Change, Same,0.6320224719101125,NA,0.02559544781878895,NA,NA,NA
2a,Trump coal ash exec. order,Republican,More-less,Change,Less,0.10955056179775285,NA,0.0165766878738286,NA,NA,NA
2a,Trump coal ash exec. order,Republican,CATE,Diff. in means,NA,NA,-0.16854101064627366,0.10447265747076008,-0.3736629399786448,0.036580918686097474,-0.17 (0.10)
2a,Trump coal ash exec. order,Republican,CATE,Counterfactual,NA,NA,-0,0.04584696607711451,-0.09001584260361675,0.09001584260361675,-0.00 (0.05)
